,alaS_C156,alaS_C396,alaS_C589,alaS_C910,alaS_C381,alaS_C932,alaS_C327,alaS_C733,alaS_C155,alaS_C148,alaS_C169,alaS_C551,alaS_C923,alaS_C283,alaS_C496,alaS_C101,alaS_C122,alaS_C497,alaS_C412,alaS_C193,alaS_C43,alaS_C318,alaS_C444,alaS_C558,alaS_C440,alaS_C32,alaS_C460,alaS_C400,alaS_C110,alaS_C954,alaS_C597,alaS_C171,alaS_C873,alaS_C863,alaS_C921,alaS_C946,alaS_C291,alaS_C348,alaS_C925,alaS_C20,alaS_C126,alaS_C801,alaS_C548,alaS_C469,alaS_C855,alaS_C61,alaS_C526,alaS_C1,alaS_C447,alaS_C539,alaS_C513,alaS_C303,alaS_C900,alaS_C281,alaS_C208,alaS_C484,alaS_C774,alaS_C31,alaS_C812,alaS_C13,alaS_C253,alaS_C869,alaS_C901,alaS_C88,alaS_C130,alaS_C583,alaS_C506,alaS_C118,alaS_C387,alaS_C240,alaS_C162,alaS_C944,alaS_C266,alaS_C630,alaS_C926,alaS_C48,alaS_C150,alaS_C927,alaS_C550,alaS_C64,alaS_C297,alaS_C418,alaS_C10,alaS_C748,alaS_C875,alaS_C369,alaS_C249,alaS_C413,alaS_C406,alaS_C471,alaS_C345,alaS_C838,alaS_C24,alaS_C215,alaS_C365,alaS_C395,alaS_C477,alaS_C724,alaS_C915,alaS_C908,alaS_C533,alaS_C690,alaS_C239,alaS_C58,alaS_C671,alaS_C117,alaS_C12,alaS_C287,alaS_C813,alaS_C85,alaS_C571,alaS_C68,alaS_C235,alaS_C541,alaS_C42,alaS_C390,alaS_C357,alaS_C800,alaS_C878,alaS_C498,alaS_C425,alaS_C172,alaS_C941,alaS_C223,alaS_C317,alaS_C292,alaS_C845,alaS_C422,alaS_C76,alaS_C435,alaS_C672,alaS_C180,alaS_C843,alaS_C459,alaS_C371,alaS_C711,alaS_C857,alaS_C540,alaS_C17,alaS_C179,alaS_C463,alaS_C853,alaS_C931,alaS_C773,alaS_C839,alaS_C481,alaS_C472,alaS_C353,alaS_C780,alaS_C39,alaS_C437,alaS_C368,alaS_C407,alaS_C588,alaS_C399,alaS_C107,alaS_C779,alaS_C296,alaS_C765,alaS_C275,alaS_C761,alaS_C689,alaS_C456,alaS_C69,alaS_C273,alaS_C776,alaS_C750,alaS_C354,alaS_C323,alaS_C314,alaS_C525,alaS_C108,alaS_C137,alaS_C691,alaS_C35,alaS_C186,alaS_C888,alaS_C913,alaS_C34,alaS_C143,alaS_C870,alaS_C247,alaS_C492,alaS_C401,alaS_C127,alaS_C755,alaS_C22,alaS_C160,alaS_C470,alaS_C898,alaS_C431,alaS_C123,alaS_C590,alaS_C466,alaS_C480,alaS_C392,alaS_C645,alaS_C320,alaS_C728,alaS_C328,alaS_C441,alaS_C82,alaS_C313,alaS_C736,alaS_C201,alaS_C27,alaS_C742,alaS_C274,alaS_C224,alaS_C428,alaS_C963,alaS_C165,alaS_C175,alaS_C210,alaS_C770,alaS_C293,alaS_C468,alaS_C652,alaS_C581,alaS_C856,alaS_C176,alaS_C608,alaS_C884,alaS_C699,alaS_C231,alaS_C826,alaS_C784,alaS_C953,alaS_C793,alaS_C66,alaS_C237,alaS_C546,alaS_C315,alaS_C374,alaS_C959,alaS_C487,alaS_C606,alaS_C650,alaS_C860,alaS_C216,alaS_C510,alaS_C922,alaS_C178,alaS_C544,alaS_C771,alaS_C678,alaS_C138,alaS_C452,alaS_C182,alaS_C267,alaS_C751,alaS_C485,alaS_C355,alaS_C897,alaS_C757,alaS_C610,alaS_C688,alaS_C45,alaS_C766,alaS_C189,alaS_C256,alaS_C911,alaS_C238,alaS_C669,alaS_C112,alaS_C461,alaS_C772,alaS_C851,alaS_C265,alaS_C260,alaS_C668,alaS_C777,alaS_C164,alaS_C228,alaS_C388,alaS_C141,alaS_C601,alaS_C30,alaS_C528,alaS_C547,alaS_C681,alaS_C83,alaS_C389,alaS_C398,alaS_C9,alaS_C611,alaS_C352,alaS_C785,alaS_C775,alaS_C41,alaS_C304,alaS_C712,alaS_C522,alaS_C319,alaS_C295,alaS_C218,alaS_C949,alaS_C475,alaS_C278,alaS_C919,alaS_C221,alaS_C584,alaS_C553,alaS_C271,alaS_C587,alaS_C268,alaS_C729,alaS_C871,alaS_C815,alaS_C187,alaS_C87,alaS_C844,alaS_C174,alaS_C759,alaS_C25,alaS_C664,alaS_C245,alaS_C60,alaS_C445,alaS_C882,alaS_C147,alaS_C796,alaS_C340,alaS_C557,alaS_C405,alaS_C382,alaS_C391,alaS_C77,alaS_C423,alaS_C837,alaS_C598,alaS_C693,alaS_C907,alaS_C377,alaS_C657,alaS_C614,alaS_C125,alaS_C889,alaS_C184,alaS_C149,alaS_C251,alaS_C373,alaS_C894,alaS_C920,alaS_C91,alaS_C145,alaS_C495,alaS_C883,alaS_C534,alaS_C74,alaS_C196,alaS_C420,alaS_C835,alaS_C684,alaS_C874,alaS_C128,alaS_C735,alaS_C536,alaS_C234,alaS_C683,alaS_C457,alaS_C450,alaS_C951,alaS_C809,alaS_C220,alaS_C217,alaS_C530,alaS_C433,alaS_C834,alaS_C825,alaS_C696,alaS_C865,alaS_C56,alaS_C701,alaS_C783,alaS_C960,alaS_C570,alaS_C151,alaS_C518,alaS_C364,alaS_C864,alaS_C241,alaS_C476,alaS_C26,alaS_C202,alaS_C692,alaS_C272,alaS_C310,alaS_C81,alaS_C917,alaS_C386,alaS_C285,alaS_C394,alaS_C361,alaS_C912,alaS_C629,alaS_C129,alaS_C676,alaS_C642,alaS_C556,alaS_C236,alaS_C73,alaS_C594,alaS_C881,alaS_C890,alaS_C100,alaS_C36,alaS_C279,alaS_C511,alaS_C667,alaS_C359,alaS_C333,alaS_C632,alaS_C620,alaS_C868,alaS_C232,alaS_C282,alaS_C612,alaS_C451,alaS_C120,alaS_C5,alaS_C600,alaS_C198,alaS_C582,alaS_C743,alaS_C566
sample_101,0.0335303,0.0,0.0,0.0,0.9007240000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.351299,0.0,4.95779,0.0,0.0,0.0,0.0,0.212586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.557864,23.6729,0.0372471,0.0,0.0,0.0573599,0.0,0.0,0.0,0.0,0.0,0.0392,0.0,0.0,0.0,0.0,0.0,0.00881385,0.0,0.0,0.0,0.206439,0.114681,0.0,0.0,0.0,0.026854000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061172500000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.92105,0.0,0.0,0.0,2.73979,0.0,0.0,0.0,0.0,0.0,0.0235099,0.0,3.46683,0.0,0.0,0.0,0.0,0.0,0.0,0.784694,0.0755,0.0,0.0,0.0,0.0,0.0,0.0840174,0.0,0.0384747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0351326,0.0,0.0,0.039501,0.853902,0.0196637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.10509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.413523,0.444845,0.0,0.0429661,0.0,0.0,0.0,22.384,0.0,0.0505939,0.0,0.0,0.430824,31.591,0.0583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.308235,0.0648118,0.0,0.0,0.0,0.102791,0.0,0.0287563,0.0,8.2047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9603199999999998,4.49911,0.0327519,0.0,0.0,0.29346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.70731,0.00564301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0398966,0.432279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00976354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0114838,0.0,0.0943836,0.0263894,0.0,0.0,0.0093783,0.0,1.84129,0.0,0.0,0.0,0.0,0.0,0.292397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0399023,0.0,0.0,0.269838,0.0,0.0,0.0,0.0,0.104995,0.0,0.0,0.0,0.0,2.00486,0.0,0.030691100000000002,0.0,0.0,0.0,0.0,4.52075,0.0,1.11745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.154951,0.0,0.0,0.0,0.0627859,0.0,0.0,0.0604,0.0,0.0,0.678012,0.0,0.0,0.1181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43316,0.0,0.0,0.0,0.0234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09902,0.0,0.0,0.0,0.0988199,0.0152525,0.0,0.0,0.0,0.392508,0.365777,0.0,0.0,0.11108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sample_102,7.96098,0.0,0.0,0.0,0.67533,0.0,0.0047,0.0,0.0,0.0,0.219796,0.0,0.66319,0.0,0.0,0.00873823,0.0,0.0,0.0,0.0,0.076825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.23665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0366019,2.5221,0.00327724,0.0,0.0,0.0573599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.978151,0.0229361,0.0467,0.0,0.0,6.65526,0.0,0.0,0.0,0.101412,0.0,0.0,0.0,0.0,0.0,0.0,0.00309524,0.0,0.0,0.0,0.0,0.0,2.82967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.62583,0.0,0.0,0.0,0.457476,0.069,0.0,0.0,0.0,0.0,0.192632,0.107597,0.0,0.0,0.0,0.0,0.0,0.0,0.0282692,0.0,0.1361,0.0,0.0,0.0,0.0,0.0,0.180589,0.0,0.0,0.0131503,0.0684732,0.0,0.0703347,0.0114772,0.0,0.0,0.0,0.257445,0.0,0.0,0.781138,0.0,0.0482249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143186,0.0212014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0164486,0.0,0.0,0.0,0.0,2.5705700000000005,0.0,14.2266,0.0,0.0604,0.0,0.0,0.1244,0.0,0.0,0.0,0.00563852,0.0,0.0,0.0,0.0,0.164455,0.0,0.0,0.0,0.0,0.0,0.0231,0.0,0.0,0.0,0.304941,0.00300055,0.0,0.0,0.0,0.0,0.0,0.10496,0.0,1.55616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00763861,0.0,0.0,0.0,0.0,0.0,0.0,0.213188,0.988074,0.0,0.0121642,0.0,6.52589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0231806,0.216408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0114838,0.0,0.0116603,0.0,0.0,0.0,0.0,0.0,0.273307,0.2612,0.0,0.0,0.0,0.0355482,0.0,0.0,0.0,0.0189509,0.0,0.0,0.0,0.0,0.0,0.147627,0.0,0.0,0.0291825,0.0,0.0,0.0,0.0,0.0349983,0.0,0.0,0.0,0.0,14.1216,0.0,0.0,0.0,0.0,0.0,0.0,0.704237,0.0,0.703014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.517188,0.0,0.0237403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.817244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.108003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0434095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.714603,0.0,0.0,0.0,0.249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6274,0.0,0.0,0.0,0.0,0.0152525,0.0,0.0,0.0,0.49185700000000004,0.47409700000000005,0.0,0.0,0.020788600000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sample_103,0.15939,0.0,0.0,0.0,0.128249,0.0,0.0,0.0036324,0.0,0.0,0.0,0.0367934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0179046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0744475,0.0336976,0.0070014,0.0300259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00480015,0.0,0.0,0.0,9.0677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0204663,0.0,0.0,0.0,0.0,0.0,0.0,0.00428279,0.0,0.0,0.0,0.0357337,0.0,0.0147,0.0,0.0,0.189667,0.0,0.0,0.0,0.23251900000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24875699999999998,0.0,0.0,0.0,0.0,0.0395084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28841,0.0,0.0,0.0,1.82091,0.0,0.0,0.0,0.0,0.0,0.339983,0.00542625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.132728,0.0114772,0.0,0.0,0.0,0.023383,0.0,0.0,0.0,0.0,0.0377258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0802764,0.0410438,0.0,0.0,0.0,0.0,0.0,0.082879,0.0,0.0,0.0,0.00952527,0.0,0.0,0.0,7.137859999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0202768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028,0.0,0.0,0.034633,0.0,0.0,0.003852,0.0,0.0,0.0,0.0,0.0,0.0101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.17227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.067911,0.0,0.0216059,0.0120519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0719052,0.0,0.0,0.0,0.0,0.0,0.793482,0.0302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014843600000000002,0.0,0.0,0.0,0.0,0.0,0.013611,0.00805902,0.0,0.0,0.0,0.120097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.41106,0.0,0.593131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.556579,0.0,0.0,0.0,0.0,0.0,0.00112315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0280119,0.0,0.0,0.0,0.0,1.0741,0.0,0.0,0.0,0.0209272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sample_104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0482759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.241407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0105898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sample_105,0.0,1.13029,1.12105,0.0,0.301236,0.0,0.03,0.0,0.0,0.0,11.0771,0.0,0.0,0.0,1.29396,1.15066,0.0,0.0,0.0,0.0,0.0,0.885312,0.0106155,0.0,20.703699999999998,0.0,0.0,0.0,0.0,2.58003,4.15683,0.415333,0.0,0.0,0.0,0.0,0.522161,0.0,0.0,0.0,0.0,0.022893,0.116318,0.0,0.133301,0.0,0.0190332,0.0,0.0,0.617094,0.0,0.0,0.0164519,0.0,0.0,0.0,0.0,0.0,0.0,0.0136684,0.0,5.37173,0.0,0.0,0.0,0.0,0.0,0.0302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00329227,0.0,0.878869,0.0,0.0,0.0,2.46286,0.0,0.566881,0.0,0.0,0.205399,0.0,0.379669,0.0,0.0602,0.0117876,0.0,10.7063,0.515438,1.41917,0.0,0.0,0.0,0.0,0.0,0.0,0.4794800000000001,0.0,0.0,0.0,0.0349963,0.0,0.0249172,0.0,13.1551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0854599,0.0,0.0,0.0,0.0,0.00934364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0837,0.0,0.0,0.0,0.0,0.0,0.04619150000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.04525,0.0,0.0,0.0,0.0434901,0.0,0.0,0.0,0.0893204,0.0,0.0,0.0,0.0,0.0195267,0.0,0.0,0.0,0.0,0.0,0.00474504,0.0,0.0,0.0033,0.0,1.23995,0.1154,0.43772,0.0,0.0,0.0,0.0,0.193963,0.0,0.0,0.0,0.0795784,0.0,0.0,8.48226,0.0,0.0,0.0,0.0,0.0,0.0908235,0.0,0.0341064,0.0,0.0,0.0,0.0,0.0,0.7709330000000001,3.30286,0.0,5.01259,0.0,0.0,0.13119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031999,0.031627,0.0,0.0,0.180836,0.0,0.0,0.0,0.0,0.0,0.202957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00235673,0.0,0.0,0.0285497,0.114704,0.0,0.0,0.0,0.05505929999999999,0.0,0.0,0.108847,0.0,0.0,0.115699,0.0,0.0,0.0,0.127727,0.0,0.22954299999999997,0.0,0.0,2.14276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.131189,0.0,0.0,0.606868,0.0,0.0,0.00558971,0.0,0.21943,0.0,0.0,0.0,0.0,0.0,0.0,8.6601,0.0,0.0,0.0,0.0,0.0627684,0.0,0.0,0.0,0.0,0.0,0.0,0.107333,0.0,0.0,0.054001,0.0635068,0.0,0.17155,0.0,0.0,11.1319,0.0,0.0613821,0.044,0.0,0.0,0.0,0.00700978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17572,1.19051,0.0,0.00748188,0.0,0.0,0.0627859,0.0,0.0,0.0,0.0,0.0,0.0934406,0.0,0.0,0.0,0.0123738,0.0,0.0,0.0,0.0,0.0,0.123218,0.0,0.0,0.0,0.0,0.0,0.0,0.3751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00945468,0.0774366,0.0,0.0,0.0,0.0,0.0,0.0,0.2861,0.0,0.0,0.0,0.0,0.035231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0889217,0.0,0.0,0.0378192,0.0,0.0177879,3.31311,0.0,0.0322855,0.0,0.225911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0180851,0.18665,0.101266,0.0,0.0
sample_106,0.0,0.0,1.6057,0.0,1.06349,2.70548,0.0,0.00593292,0.0,0.0,0.332848,0.0,0.0,0.0,0.0,0.0156685,0.0,0.421201,0.0,0.0,0.0035065299999999995,0.0669014,0.0,0.0,9.71114,0.0,0.0,0.0,0.0,5.4959,3.14423,0.005105929999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.104588,0.12636,0.0,0.0,0.0,0.176278,0.0,0.0,0.648243,0.0,0.0,0.0108582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.18695,0.0,0.0,0.0,0.00585353,0.0,0.0282,0.0,0.0,0.0,0.0,1.16812,0.4238,0.0,0.0,0.0,0.0,0.686727,0.0795455,0.0,0.147738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17723,0.0,0.0,0.0,0.0,0.0,0.0,9.74546,0.0,0.0,0.0,0.0,0.0,0.00286225,0.0,0.0,0.23065099999999997,0.0076,0.00813632,0.0,0.0655249,0.0,0.0,0.0,2.77378,0.0,0.0,0.0,0.150548,0.0,0.0,0.34494600000000003,0.9487,0.0,0.0,0.0,0.0,0.0,0.0729116,0.0,0.687699,0.795593,0.0,0.0,0.0,0.0,0.0,0.0858226,0.0,0.0,0.0,0.0,0.0,4.72505,0.0,0.0,0.0,5.5751,0.0,0.00581472,0.0,0.0,0.0,3.957,0.234389,0.0,0.0,0.0,0.0,0.19947600000000001,0.0,0.0,1.01812,0.0,0.0,0.623735,0.0,0.145056,0.247503,0.0,0.0,0.0,0.0,0.0,0.0373955,0.0,0.0046,1.7182799999999998,0.178487,0.1679,0.0,0.0,0.0,0.09189270000000001,0.0,0.0,0.0,0.0,0.0,0.630303,0.0,0.0,0.0,0.0,0.1025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.153165,0.0,0.0,0.18062199999999998,2.46218,0.0,0.0,0.0,0.0,2.63336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0306133,0.145964,0.0364697,0.209654,0.11389099999999999,0.0,0.0,0.442734,0.226682,0.0,0.0,0.0830671,0.313024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.197437,0.0,0.0,0.0,0.0,0.0,0.0,0.260713,0.0,0.0,0.0,0.22561,0.00280525,0.0,0.0,0.0,0.0,0.0,0.125248,0.0,0.0,0.0,0.0112903,0.148748,0.0,0.0,0.2367,0.0,0.0479801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11095899999999999,0.0,0.0,0.182192,0.0,0.0,1.37221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030873,0.108633,0.0,0.0,0.0,0.0,0.030181900000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.71234,0.563498,0.013821099999999998,0.0529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5793,2.80872,0.0774756,1.61363,0.0,0.133578,0.0,0.0,0.0,0.0284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.30092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0233415,0.0,0.0,0.0,0.0834446,0.0,17.7387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065,0.0,0.0,0.0,0.0,0.0230371,0.0,0.0,1.3456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
